Epoch: 0, Loss: 0.1072235032916069
Epoch: 1, Loss: 0.09604974091053009
Epoch: 2, Loss: 0.06988391280174255
Epoch: 3, Loss: 0.06883057951927185
Epoch: 4, Loss: 0.04518892243504524
Epoch: 5, Loss: 0.04854724928736687
Epoch: 6, Loss: 0.049653686583042145
Epoch: 7, Loss: 0.05189325660467148
Epoch: 8, Loss: 0.04701991006731987
Epoch: 9, Loss: 0.05543878674507141
Epoch: 10, Loss: 0.045778896659612656
Epoch: 11, Loss: 0.05296587571501732
Epoch: 12, Loss: 0.04939316585659981
Epoch: 13, Loss: 0.04522952437400818
Epoch: 14, Loss: 0.05449986085295677
Epoch: 15, Loss: 0.05532354488968849
Epoch: 16, Loss: 0.05169041082262993
Epoch: 17, Loss: 0.04986895993351936
Epoch: 18, Loss: 0.05345071479678154
Epoch: 19, Loss: 0.04919316992163658
Epoch: 20, Loss: 0.05014081671833992
Epoch: 21, Loss: 0.05038928613066673
Epoch: 22, Loss: 0.06592167913913727
Epoch: 23, Loss: 0.05777100473642349
Epoch: 24, Loss: 0.05123250558972359
Epoch: 25, Loss: 0.04399007186293602
Epoch: 26, Loss: 0.052127905189991
Epoch: 27, Loss: 0.05300483480095863
Epoch: 28, Loss: 0.04727824032306671
Epoch: 29, Loss: 0.04567095264792442
Epoch: 30, Loss: 0.05696898326277733
Epoch: 31, Loss: 0.03670543059706688
Epoch: 32, Loss: 0.04754737392067909
Epoch: 33, Loss: 0.04060835763812065
Epoch: 34, Loss: 0.042875319719314575
Epoch: 35, Loss: 0.04432832449674606
Epoch: 36, Loss: 0.060151826590299606
Epoch: 37, Loss: 0.06058972328901291
Epoch: 38, Loss: 0.04497572034597397
Epoch: 39, Loss: 0.05714466795325279
Epoch: 40, Loss: 0.05694231390953064
Epoch: 41, Loss: 0.060399144887924194
Epoch: 42, Loss: 0.05483263358473778
Epoch: 43, Loss: 0.05254850536584854
Epoch: 44, Loss: 0.05830005556344986
Epoch: 45, Loss: 0.05214238166809082
Epoch: 46, Loss: 0.046128589659929276
Epoch: 47, Loss: 0.038228146731853485
Epoch: 48, Loss: 0.05083505064249039
Epoch: 49, Loss: 0.045096248388290405
Epoch: 50, Loss: 0.05030323937535286
Epoch: 51, Loss: 0.049000442028045654
Epoch: 52, Loss: 0.050413645803928375
Epoch: 53, Loss: 0.04031607508659363
Epoch: 54, Loss: 0.049305032938718796
Epoch: 55, Loss: 0.05601128563284874
Epoch: 56, Loss: 0.050758931785821915
Epoch: 57, Loss: 0.049672551453113556
Epoch: 58, Loss: 0.07537640631198883
Epoch: 59, Loss: 0.05739589408040047
Epoch: 60, Loss: 0.04707708954811096
Epoch: 61, Loss: 0.04334072023630142
Epoch: 62, Loss: 0.06190215051174164
Epoch: 63, Loss: 0.04326207563281059
Epoch: 64, Loss: 0.045949745923280716
Epoch: 65, Loss: 0.04733129218220711
Epoch: 66, Loss: 0.04454223811626434
Epoch: 67, Loss: 0.05475575104355812
Epoch: 68, Loss: 0.042967524379491806
Epoch: 69, Loss: 0.04775385931134224
Epoch: 70, Loss: 0.048414446413517
Epoch: 71, Loss: 0.05511193722486496
Epoch: 72, Loss: 0.05477684736251831
Epoch: 73, Loss: 0.04734817519783974
Epoch: 74, Loss: 0.04258619621396065
Epoch: 75, Loss: 0.040211282670497894
Epoch: 76, Loss: 0.04629761353135109
Epoch: 77, Loss: 0.042588088661432266
Epoch: 78, Loss: 0.03997025638818741
Epoch: 79, Loss: 0.052614688873291016
Epoch: 80, Loss: 0.051109593361616135
Epoch: 81, Loss: 0.046471692621707916
Epoch: 82, Loss: 0.04789246246218681
Epoch: 83, Loss: 0.045001521706581116
Epoch: 84, Loss: 0.05205736309289932
Epoch: 85, Loss: 0.05245370417833328
Epoch: 86, Loss: 0.055035416036844254
Epoch: 87, Loss: 0.04686819761991501
Epoch: 88, Loss: 0.042447466403245926
Epoch: 89, Loss: 0.04868783801794052
Epoch: 90, Loss: 0.05186835303902626
Epoch: 91, Loss: 0.04812057688832283
Epoch: 92, Loss: 0.04762678220868111
Epoch: 93, Loss: 0.042445529252290726
Epoch: 94, Loss: 0.04325374588370323
Epoch: 95, Loss: 0.0557846873998642
Epoch: 96, Loss: 0.05905896797776222
Epoch: 97, Loss: 0.049505338072776794
Epoch: 98, Loss: 0.04418596997857094
Epoch: 99, Loss: 0.049760766327381134
Parameter containing:
tensor(0.7579, device='cuda:0', requires_grad=True) Parameter containing:
tensor(999.9453, device='cuda:0', requires_grad=True) Parameter containing:
tensor(4.1378, device='cuda:0', requires_grad=True)
